estimate,se,covers,bias,r_d,r_d_star,inflation,var_D,var_V,var_delta,var_D_tilde,cov_V_delta,decomp_check,learner,overlap_strength,complexity,seed,elapsed
4.034895395156022,0.09050797456235257,1,0.034895395156022246,1.0695836411497928,1.0000000000000002,0.037116374664802915,0.2428137803086913,0.24281378030869133,0.009012367243714531,0.2597096472639159,0.003945755699104367,0.2597176589506146,xgboost,0.0,linear,28,0.39052820205688477
4.126028639409864,0.16658389573911234,1,0.12602863940986442,1.0070694920926129,1.0,0.0032392021701329837,0.23022907057641273,0.23022907057641273,0.000745758505038816,0.2318566731703423,0.000441370135954014,0.23185756935335958,lasso,0.0,linear,29,0.12018203735351562
4.02150199029138,0.09468008652796489,1,0.021501990291380224,1.0734641819537198,1.0,0.048327608064292614,0.23022907057641273,0.23022907057641273,0.011126420287823237,0.24714266090827414,0.0028965256572040915,0.24714854217864415,xgboost,0.0,linear,29,0.39736175537109375
4.123605008400156,0.18491692409980398,1,0.12360500840015565,1.0035419504390564,1.0000000000000004,0.0005411451063935828,0.23808910304310854,0.23808910304310862,0.00012884075299741566,0.23893240284616662,0.00035759256316552046,0.23893312892243707,lasso,0.0,linear,30,0.11891007423400879
3.884917008277661,0.12886375711060338,1,-0.11508299172233905,1.0480857114883722,1.0000000000000004,0.0419144574758803,0.23808910304310854,0.23808910304310862,0.009979375584970857,0.24953778696056478,0.0007354007660051201,0.24953928016008972,xgboost,0.0,linear,30,0.3975069522857666
4.076576873892622,0.12082616159111097,1,0.07657687389262158,1.0036382948300147,1.0000000000000002,0.0026583193325753107,0.2376417841222396,0.23764178412223963,0.0006317277489598381,0.23850639499680698,0.00011655989772530186,0.23850663166665007,lasso,0.0,linear,31,0.1224980354309082
4.116617649984455,0.07981952672908078,1,0.11661764998445534,1.0349664688893576,1.0000000000000002,0.04015457042010448,0.2376417841222396,0.23764178412223963,0.009542403755295737,0.24595127817356136,-0.0006170813304951617,0.24595002521654505,xgboost,0.0,linear,31,0.39441800117492676
3.760916676745543,0.18488502122052597,1,-0.23908332325445691,1.003360349993722,1.0000000000000002,0.0033474326255591817,0.23552681079131127,0.23552681079131133,0.0007884101306367397,0.23631826330847522,1.5227391916993718e-06,0.23631826640033146,lasso,0.0,linear,32,0.1140129566192627
3.735940942534479,0.10174607026833861,0,-0.26405905746552083,1.0605209076079765,1.0000000000000002,0.04242026598193233,0.23552681079131127,0.23552681079131133,0.009991109959643675,0.24978110714641358,0.002133759450979015,0.24978543965291303,xgboost,0.0,linear,32,0.3913571834564209
4.010665421587465,0.20792312118935186,1,0.010665421587464863,1.000191862343817,1.0000000000000002,2.1318038201924488e-05,0.2296539462495813,0.22965394624958135,4.895771599371287e-06,0.22969800819397557,1.9602987908051686e-05,0.22969804799699683,lasso,0.0,linear,33,0.12102413177490234
3.8826531950242233,0.12555038850178868,1,-0.11734680497577665,1.0392253595029315,1.0000000000000002,0.03555401869258437,0.2296539462495813,0.22965394624958135,0.00816512069778338,0.23866220485248804,0.00042199737629395625,0.23866306169995266,xgboost,0.0,linear,33,0.3956332206726074
3.9176686829860654,0.17061798946842116,1,-0.08233131701393459,1.0003753509775375,1.0000000000000002,4.1705664170826526e-05,0.2378664742714319,0.23786647427143193,9.920379293462887e-06,0.23795575768507307,3.972184391894688e-05,0.23795583833856326,lasso,0.0,linear,34,0.1732778549194336
3.9349970781199577,0.0920775127721546,1,-0.06500292188004231,1.057513382025815,1.0000000000000002,0.035731915795886145,0.2378664742714319,0.23786647427143193,0.008499424829331123,0.2515469796773384,0.0025931729511823112,0.2515522450031277,xgboost,0.0,linear,34,0.6488499641418457
3.9960237366839997,0.12459886621188139,1,-0.003976263316000317,1.0029643212625337,1.0,0.00044419006612200567,0.23244711278311733,0.23244711278311733,0.00010325069839700219,0.23313616070195486,0.00029319627140954725,0.23313675602433342,lasso,0.0,linear,35,0.13056087493896484
3.8811638723289343,0.10790761289146213,1,-0.11883612767106566,1.0437281690365672,1.0,0.040902329191781564,0.23244711278311733,0.23244711278311733,0.009507628326734241,0.24261159942295948,0.00032876292602200015,0.24261226696189558,xgboost,0.0,linear,35,0.4003169536590576
4.002870296364825,0.07628343822029192,1,0.0028702963648248314,1.0092183848246434,1.0,0.004466543112815431,0.23718621969130876,0.23718621969130876,0.001059402476016943,0.23937269353952567,0.0005641083849680049,0.23937383893726172,lasso,0.0,linear,36,0.12903785705566406
4.0372450849703965,0.08419764772367484,1,0.03724508497039647,1.02660586278661,1.0,0.03747826555527347,0.23718621969130876,0.23718621969130876,0.008889328127642303,0.24349676370729045,-0.0012907024136106073,0.24349414299172986,xgboost,0.0,linear,36,0.3992600440979004
3.9736700866624433,0.07568926103919127,1,-0.026329913337556743,0.9937944916717241,1.0,0.011502455390584672,0.23764178412223963,0.23764178412223963,0.002733464020805014,0.23616709605172273,-0.002106214334325267,0.2361628194743941,lasso,0.0,linear,37,0.12630510330200195
3.9110091737326034,0.09892899994937132,1,-0.08899082626739663,1.0241769541283194,1.0,0.04066302595823067,0.23764178412223963,0.23764178412223963,0.009663234036522878,0.24338723863593503,-0.001960880503041215,0.24338325715268008,xgboost,0.0,linear,37,0.3970928192138672
3.6834791783000065,0.18635141537253005,1,-0.3165208216999935,1.0000206577177744,1.0000000000000002,0.005456211856721131,0.23503414156510083,0.23503414156510088,0.001282396069941776,0.23503899683406462,-0.0006394195574001006,0.23503769852024245,lasso,0.0,linear,38,0.11750197410583496
3.8511171841522867,0.08832447329850192,1,-0.14888281584771335,1.0182702731616464,1.0000000000000002,0.03843367095339737,0.23503414156510083,0.23503414156510088,0.009033224859727301,0.23932827953380828,-0.0023719515181171743,0.23932346338859384,xgboost,0.0,linear,38,0.39852213859558105
